año_prod,temporada,numero_episodio,titulo_episodio,duracion,resumen,director,estrellas,votos
2002,8,14,El del armario secreto,22,Chandler descubre un armario en el apartamento de Monica que está lleno de desorden.,Kevin Bright,8.2,2654
2002,8,15,El del vídeo del nacimiento,22,Ross y Chandler ven accidentalmente un vídeo explícito de un parto que no era para ellos.,Kevin Bright,8.4,2643
2002,8,16,En el que Joey se lo dice a Rachel,22,Joey finalmente confiesa sus sentimientos a Rachel en una cena muy incómoda.,Ben Weiss,8.3,2698
2002,8,17,El de las hojas de té,22,Phoebe cree ver su futuro en las hojas de té. Joey evita a Rachel.,Gary Halvorson,8.1,2674
2002,8,18,El de Massapequa,22,El grupo asiste al 35º aniversario de bodas de los padres de Ross y Monica.,Gary Halvorson,8.2,2699
2002,8,19,El de la entrevista de Joey,22,Joey concede una entrevista a una revista pero tiene miedo de decir algo estúpido.,Gary Halvorson,7.5,2804
2002,8,20,El de la fiesta del bebé,22,Monica organiza una fiesta para el bebé de Rachel pero olvida invitar a la madre de Rachel.,Kevin Bright,8.2,2699
2002,8,21,El de la clase de cocina,22,Monica se apunta a una clase de cocina tras recibir una mala crítica en un periódico.,Gary Halvorson,8.2,2690
2002,8,22,En el que Rachel se retrasa,22,Rachel está muy frustrada porque su embarazo se está alargando más de la cuenta.,Gary Halvorson,8.3,2662
2002,8,23,En el que Rachel tiene un bebé: Parte 1,22,Rachel entra en el hospital para dar a luz. Ross y Rachel lidian con sus sentimientos.,Kevin Bright,8.8,2906
2002,8,24,En el que Rachel tiene un bebé: Parte 2,22,Nace Emma. Janice aparece en el hospital. Joey le pide matrimonio a Rachel accidentalmente.,Kevin Bright,8.9,3150
2002,9,1,En el que nadie se declara,22,Ross y Rachel intentan aclarar el malentendido de la supuesta proposición de Joey.,Kevin Bright,8.6,2939
2002,9,2,En el que Emma llora,22,Monica y Chandler intentan que Emma deje de llorar mientras lidian con la falta de sueño.,Sheldon Epps,8.5,2957
2002,9,3,El del pediatra,22,Rachel descubre que Ross sigue yendo a su pediatra de la infancia.,Roger Christiansen,8.2,2733
2002,9,4,El de los tiburones,22,Monica cree que Chandler tiene un fetiche con los documentales de tiburones.,Ben Weiss,8.2,2764
2002,9,5,El de la cena de cumpleaños de Phoebe,22,Phoebe organiza una cena para el grupo pero nadie llega a tiempo.,David Schwimmer,8.5,2799
2002,9,6,El del niñero,22,"Rachel contrata a un hombre como niñero, lo que hace que Ross se sienta incómodo.",Kevin Bright,8.4,2961
2002,9,7,El de la canción inapropiada de Ross,22,Ross descubre que Emma solo deja de llorar si él canta rap explícito.,Gary Halvorson,8.7,2971
2002,9,8,El de la otra hermana de Rachel,22,"Amy, la hermana de Rachel, viene a cenar por Acción de Gracias y causa un drama familiar.",Kevin Bright,8.8,3273
2002,9,9,El del número de teléfono de Rachel,22,Rachel sale de fiesta con Phoebe y le da su número a un chico. Ross intenta interceptarlo.,Ben Weiss,8.2,2702
2002,9,10,El de la Navidad en Tulsa,22,"Chandler debe pasar la Navidad en Tulsa por trabajo, pero decide renunciar y volver a casa.",Kevin Bright,7.5,2804
2003,9,11,En el que Rachel vuelve al trabajo,22,Rachel vuelve a su trabajo antes de tiempo para evitar que un sustituto le robe el puesto.,Gary Halvorson,8.0,2601
2003,9,12,El de las ratas de Phoebe,24,Phoebe descubre que tiene una camada de ratas viviendo en su armario.,Ben Weiss,8.0,2688
2003,9,13,En el que Monica canta,22,Monica canta en un club de karaoke pero no se da cuenta de que su ropa es transparente.,Gary Halvorson,8.2,2685
2003,9,14,El de las citas a ciegas,24,Joey y Phoebe organizan citas a ciegas horribles para Ross y Rachel para que vuelvan juntos.,Gary Halvorson,8.2,2642
2003,9,15,El del atraco,24,Phoebe descubre que ella atracó a Ross cuando eran adolescentes.,Gary Halvorson,8.3,2670
2003,9,16,El de la operación de pecho,27,Monica sospecha que Chandler ha prestado dinero a Joey para una operación estética.,Gary Halvorson,8.2,2588
2003,9,17,El del funeral,26,Ross descubre que un grupo de antiguos compañeros de universidad ha publicado que él ha muerto.,Gary Halvorson,8.5,2713
2003,9,18,El de la lotería,23,El grupo compra boletos de lotería esperando ganar el gran premio.,Gary Halvorson,8.6,2792
2003,9,19,El del sueño de Rachel,22,Rachel tiene un sueño romántico con Joey tras verlo en el rodaje de su serie.,Terry Hughes,8.1,2616
2003,9,20,El de la fiesta de los actores de telenovela,22,Joey organiza una fiesta en la azotea llena de estrellas pero no invita al grupo.,Sheldon Epps,8.2,2615
2003,9,21,El de las pruebas de fertilidad,22,Monica y Chandler van a una clínica para hacerse pruebas de fertilidad.,Gary Halvorson,8.2,2557
2003,9,22,El del donante,22,Monica y Chandler entrevistan a un amigo de Chandler para ver si sería un buen donante de esperma.,Ben Weiss,7.8,2635
2003,9,23,El de Barbados: Parte 1,22,El grupo viaja a Barbados para una conferencia de Ross. Charlie y Joey rompen.,Kevin Bright,8.5,2705
2003,9,24,El de Barbados: Parte 2,22,"Llueve en Barbados. Ross y Charlie se besan, al igual que Joey y Rachel.",Kevin Bright,8.6,2844
2003,10,1,El de después del beso de Joey y Rachel,22,Joey y Rachel intentan hablar con Ross sobre su nueva relación.,Kevin Bright,8.5,3113
2003,10,2,En el que Ross está bien,22,Ross finge estar bien con la relación de Joey y Rachel organizando una cena doble muy incómoda.,Ben Weiss,8.8,3366
2003,10,3,El del bronceado de Ross,22,Ross decide hacerse un bronceado con spray pero cuenta mal los segundos y termina fatal.,Gary Halvorson,8.8,3277
2003,10,4,El de la tarta,22,"Ross y Rachel celebran el primer cumpleaños de Emma, pero la tarta no es lo que esperaban.",Gary Halvorson,8.3,2825
2003,10,5,En el que la hermana de Rachel cuida a Emma,22,Amy intenta cuidar a Emma y termina perforándole las orejas.,Roger Christiansen,8.2,2812
2003,10,6,El de la beca de Ross,22,Ross intenta conseguir una beca de investigación del antiguo novio de Charlie.,Ben Weiss,8.2,2853
2003,10,7,El del estudio del hogar,22,Una trabajadora social visita a Monica y Chandler. Resulta que Chandler se acostó con ella y no la llamó.,Kevin Bright,8.3,2716
2003,10,8,El del Acción de Gracias tardío,22,Monica y Chandler se enfadan cuando todos llegan tarde a la cena de Acción de Gracias.,Gary Halvorson,8.9,3302
2004,10,9,El de la madre biológica,22,"Monica y Chandler viajan a Ohio para conocer a Erica, la mujer que les dará a su bebé en adopción.",David Schwimmer,8.6,2860
2004,10,10,En el que pillan a Chandler,22,Phoebe y Rachel ven a Chandler con otra mujer y creen que está siendo infiel.,Gary Halvorson,8.0,2748
2004,10,11,En el que la stripper llora,22,Monica y Rachel organizan una despedida de soltera para Phoebe con una stripper muy peculiar.,Kevin Bright,9.0,3684
2004,10,12,El de la boda de Phoebe,22,Phoebe y Mike se casan en la calle bajo una tormenta de nieve.,Kevin Bright,8.9,3161
2004,10,13,En el que Joey habla francés,22,Joey intenta aprender francés para una audición pero solo dice tonterías.,Gary Halvorson,8.5,3044
2004,10,14,El de la Princesa Consuela,22,Phoebe decide cambiarse el nombre legalmente tras su boda.,Gary Halvorson,8.6,2989
2004,10,15,En el que muere Estelle,22,"La agente de Joey muere, y Phoebe intenta ocultárselo para no disgustarle.",Gary Halvorson,8.5,2771
2004,10,16,El de la fiesta de despedida de Rachel,22,Rachel se prepara para mudarse a París y se despide individualmente de cada uno.,Gary Halvorson,8.9,3141
2004,10,17,El último: Parte 1,30,Erica se pone de parto. Ross intenta confesar su amor a Rachel antes de que se vaya.,Kevin Bright,9.5,6221
2004,10,18,El último: Parte 2,30,Ross y Rachel se reencuentran. Monica y Chandler se mudan. El grupo deja sus llaves en la mesa.,Kevin Bright,9.7,10381
