text,speaker,season,episode_number,scene,utterance
"[corte a Chandler, Joey y Margha.]",Scene Directions,3,9,3,97
¿Está bien si me quedo y miro?,Margha,3,9,3,98
¡Sí! ¿Por qué no te quedas? Puedes sentarte ahí mismo.,,3,9,3,99
(ella va y se sienta),Scene Directions,3,9,3,100
"Bueno, eso salió bien.",Chandler Bing,3,9,3,101
Creo que sí.,Joey Tribbiani,3,9,3,102
"Ya sabes, estaba pensando en pedirle su número.",Chandler Bing,3,9,3,103
"Gracias hombre, pero creo que es una declaración más fuerte si lo pido yo mismo, ¿sabes?",Joey Tribbiani,3,9,3,104
"¡Vaya, vaya, vaya! No, estaba pensando en ya sabes, como parte de todo eso de superar a Janice del que hablabas.",Chandler Bing,3,9,3,105
"Ah, sí, eso. Muy bien, eso significa mucho para ti, te dejaré tenerla.",Joey Tribbiani,3,9,3,106
"Gracias. ¿Qué, déjame tenerla? ¿Qué significa? ¿Si no lo hicieras no tendría ninguna oportunidad?",Chandler Bing,3,9,3,107
"Bueno, no me gusta decirlo en voz alta, pero ¡sí! No te sientas mal hombre, todos tenemos nuestras fortalezas. Eres mejor con los números y esas cosas.",Joey Tribbiani,3,9,3,108
"¡¡Matemáticas!! ¡Me estás dando matemáticas! Muy bien, mira, ¿sabes qué? Olvídalo, ve por la chica, veremos quién se la queda.",Chandler Bing,3,9,3,109
"[corte a más tarde, en el grupo de Ross.]",Scene Directions,3,9,3,110
"Chandler, quiero que ejecutes un patrón de publicación hacia la izquierda, ¿vale? Y cariño..",Ross Geller,3,9,3,111
"Sí, lo sé, ve por mucho tiempo. Ya sabes, es como si todo lo que estuviera haciendo fuera corriendo de un lado a otro del grupo.",Rachel Green,3,9,3,112
"Bueno, ¿quieres quedarte ahí afuera?",Ross Geller,3,9,3,113
¿Puedo ver eso por un segundo?,Rachel Green,3,9,3,114
Sí.,Ross Geller,3,9,3,115
(Rachel toma el balón de sus manos y lo rebota en la frente de Ross y Chandler atrapa el rebote.),Scene Directions,3,9,3,116
Bueno. ¡Cabaña! ¡Caminata!,Ross Geller,3,9,3,117
"(Chandler corre detrás de Ross, quien le lanza la pelota. Chandler corre campo arriba y Joey le quita la pelota de las manos.)",Scene Directions,3,9,3,118
¡Buscar a tientas!,Joey Tribbiani,3,9,3,119
(Joey comienza a devolver el balón suelto y Chandler agarra la camisa de Joey y se la arranca de la espalda.),Scene Directions,3,9,3,120
¡¿Qué diablos te pasa?! Esta es mi camiseta favorita.,Joey Tribbiani,3,9,3,121
"Bueno, ahora tienes dos. Oye, soy bueno en matemáticas.",Chandler Bing,3,9,3,122
"Muy bien, eso es todo. Sabes que todavía iba a dejar que la tuvieras. Pero ahora, olvídalo. Prepárate para sentirte muy mal contigo mismo.",Joey Tribbiani,3,9,3,123
"¡Ey! Bueno, ¡me he estado preparando para eso toda mi vida! ¡O algo sobre ti que sea malo!",Chandler Bing,3,9,3,124
"¡Muy bien, vamos chicos, vámonos! Empate y se nos acaba el tiempo. ¡¡Cuarenta y dos!! ¡¡Treinta y ocho!! ¡Caminata!",Monica Geller,3,9,3,125
Ah ya lo tengo!! ¡Oh! ¡Puaj! ¡Teta rota! ¡Ay!,Phoebe Buffay,3,9,3,126
"¡Feebs, corre!",Joey Tribbiani,3,9,3,127
"¡Corre, Phoebe, corre!",Monica Geller,3,9,3,128
(Phoebe corre y anota un touchdown.),Scene Directions,3,9,3,129
¡¡Aterrizaje!! ¡¡Aterrizaje!!,Phoebe Buffay,3,9,3,130
"Hola, sonó el timbre. No cuenta.",Ross Geller,3,9,3,131
¡Después del chasquido!,Monica Geller,3,9,3,132
¡Antes del chasquido!,Ross Geller,3,9,3,133
¡¡Después!!,Joey Tribbiani,3,9,3,134
¡¡Antes!!,Chandler Bing,3,9,3,135
"Ahora bien, ¿realmente importa?",Rachel Green,3,9,3,136
¡¡Sí!!,#ALL#,3,9,3,137
"Bueno, está bien, hice un touchdown. Fue mi primer touchdown. ¿Entonces?",Phoebe Buffay,3,9,3,138
"Oh Pheebs, eso es genial. No cuenta.",Ross Geller,3,9,3,139
¡Eso cuenta!,Monica Geller,3,9,3,140
"Tramposo, tramposo, comedor compulsivo.",Ross Geller,3,9,3,141
¡Ay dios mío!,Phoebe Buffay,3,9,3,142
"Sabes qué, está bien, tal vez tú no hayas crecido, pero yo sí.",Monica Geller,3,9,3,143
"Oh ho, está bien.",Ross Geller,3,9,3,144
Pierna muerta!!,Monica Geller,3,9,3,145
"¡Ay! ¡Ay! ¡Está bien, está bien, está bien! Está bien, si quieres ganar haciendo trampa, adelante, está bien. Phoebe, el touchdown sí cuenta, tú ganas.",Ross Geller,3,9,3,146
Woo-yay!!,Phoebe Buffay,3,9,3,147
"¡No! Escucha, no voy a pasar por esto contigo otra vez, ¿vale? Sólo una vez quiero vencer cuando no puedes culpar a la nariz rota, al timbre o al hecho de que pensabas que te estabas volviendo mononuclear. Llamémoslo simplemente, empatamos el marcador y llegamos al entretiempo.",Monica Geller,3,9,3,148
"Bueno, primero que nada, no juego con tramposos, y segundo, ¡¡sabes que tenía las glándulas inflamadas!!",Ross Geller,3,9,3,149
¿Sabes qué? Creo que jugarás.,Monica Geller,3,9,3,150
"¡Ah, de verdad! ¿Porqué es eso?",Ross Geller,3,9,3,151
[corte a casa de Mónica y Rachel.],Scene Directions,3,9,3,152
¡Porque el ganador se lleva esto!,Monica Geller,3,9,3,153
La Copa Geller.,Ross Geller,3,9,3,154
¿Todos los demás están viendo un muñeco troll clavado en un poste de dos por cuatro?,Chandler Bing,3,9,3,155
Sí.,#ALL#,3,9,3,156
"Bueno, bien.",Chandler Bing,3,9,3,157
"[Escena: El parque, la pandilla regresa para jugar la segunda mitad del juego.]",Scene Directions,3,9,4,1
"Bien, ¿de dónde diablos sacaste eso?",Ross Geller,3,9,4,2
"Cuando mamá y papá te llevaron al hospital para que te arreglaran la nariz, nadé hasta el lago y la saqué.",Monica Geller,3,9,4,3
¡Esa copa es mía!,Ross Geller,3,9,4,4
"¡No, no lo es! ¡Si lo quieres, tendrás que ganarlo!",Monica Geller,3,9,4,5
"Muy bien, ¿entonces no vamos a cenar nada?",Rachel Green,3,9,4,6
"¡Vamos Phoebe, vámonos! Vamos, es hora de ponerse serios, acurrucarse. Joey, mantén la cabeza en el juego.",Monica Geller,3,9,4,7
"Es difícil, ya sabes, su grupo está más cerca de la chica holandesa.",Joey Tribbiani,3,9,4,8
"Muy bien, mira, si saco a Chandler de la carrera, ¿podrás concentrarte?",Monica Geller,3,9,4,9
¿Qué vas a hacer?,Joey Tribbiani,3,9,4,10
"Muy bien, sólo asegúrate de que Chandler atrape la pelota, yo me encargaré del resto.",Monica Geller,3,9,4,11
Bueno.,Joey Tribbiani,3,9,4,12
¡Romper!,Monica Geller,3,9,4,13
¡Aquí tienes!,Joey Tribbiani,3,9,4,14
(Joey throws the ball to Chandler),Scene Directions,3,9,4,15
¡Velero! ¡Velero!,Ross Geller,3,9,4,16
(Chandler atrapa la pelota y comienza a correr campo arriba.),Scene Directions,3,9,4,17
Hola.,Chandler Bing,3,9,4,18
"(justo cuando se pone frente a Margha, Mónica se acerca y lo taclea)",Scene Directions,3,9,4,19
"¡Vaya! ¡¡Vaya!! ¡Abordado por una chica! Apuesto a que no ves eso todos los días, ¿verdad?",Monica Geller,3,9,4,20
¡Vaya! ¡Vaya! ¡Vaya! ¿Qué pasa con el tackle?,Ross Geller,3,9,4,21
¡¿Qué?! Simplemente lo toqué y él se acercó.,Monica Geller,3,9,4,22
"Vale, si quieres jugar duro, podemos jugar duro.",Ross Geller,3,9,4,23
(Ambos se miran fijamente mientras escuchamos '¡¡¡Preparémonos para r-r-r-rum-ble!!!'),Scene Directions,3,9,4,24
(Sigue una larga secuencia de fútbol).,Scene Directions,3,9,4,25
"[Secuencia 1 Mónica lanza la pelota por encima de la cabeza de Chandler a Joey, quien la atrapa para un touchdown y comienza a bailar para celebrar. Chandler luego lo ataca y él comienza a bailar para celebrar.]",Scene Directions,3,9,4,26
"[Secuencia 2 Mónica corre campo arriba y se detiene, esperando un pase. Ross corre y le baja los pantalones, se para delante de ella e intercepta el pase.]",Scene Directions,3,9,4,27
"[Secuencia 3 Chandler lanza un pase a Ross, quien lo atrapa. Phoebe comienza a gritar, corre hacia él e intenta abordarlo. Pero todo lo que ella termina haciendo es correr alrededor de su cintura y gritar.]",Scene Directions,3,9,4,28
"[Secuencia 4 Ross lleva la pelota a Chandler y la cámara se desplaza hacia abajo para mostrar a Rachel parada en lo profundo de la zona de anotación, jugando con su chicle. Algo la golpea en la cabeza y levanta la vista para ver de dónde vino.]",Scene Directions,3,9,4,29
"[Secuencia 5 Monica le pasa el balón a Phoebe, quien corre por el campo y le da un escalofrío en el antebrazo a Chandler, lo derriba y anota el touchdown, y ella grita...]",Scene Directions,3,9,4,30
¡¡Me encanta este juego!!,Phoebe Buffay,3,9,4,31
[corte a Ross que se acerca a Rachel que está comiendo un pretzel horneado.],Scene Directions,3,9,4,32
"Oye, ¿de dónde sacaste eso?",Ross Geller,3,9,4,33
Tardé mucho.,Rachel Green,3,9,4,34
"¡Cuarenta y dos a veintiuno! Al igual que el pavo, ¡Ross ya está listo!",Monica Geller,3,9,4,35
"No es de extrañar que ganes, porque tienes que elegir primero, así que tienes el mejor equipo.",Ross Geller,3,9,4,36
¡Eres tan patético! ¿Por qué no puedes simplemente aceptarlo? Estamos ganando porque soy mejor que tú.,Monica Geller,3,9,4,37
"(Ross hace un sonido de 'Sí, claro'.)",Scene Directions,3,9,4,38
"¡Oh, qué gran argumento, exhalando! Está bien, ¿sabes qué? Te lo demostraré, ¿vale? Te cambiaré Joey por Rachel y aun así ganaré el juego.",Monica Geller,3,9,4,39
"¡¿Qué?! ¿Los chicos contra las chicas? Mira, eso es ridículo Mónica, porque sólo estoy perdiendo por tres touchdowns.",Ross Geller,3,9,4,40
"¡Oh, entonces adelante! Ah, a menos, por supuesto, que tengas miedo de perder contra un grupo de chicas.",Monica Geller,3,9,4,41
"Bien, bien, Rachel estás con Mónica, Joey estás conmigo.",Ross Geller,3,9,4,42
¡¡No puedo creer que me hayas intercambiado!!,Rachel Green,3,9,4,43
"Vamos Rach, vamos. Veamos cómo es estar en un equipo ganador para variar.",Monica Geller,3,9,4,44
¿Me dejarás jugar?,Rachel Green,3,9,4,45
Muy bien entonces.,Monica Geller,3,9,4,46
[corte al equipo de chicos.],Scene Directions,3,9,4,47
"Se acabó el juego, ¿comemos ahora?",Margha,3,9,4,48
"No-no-no-no, el juego no ha terminado, solo estamos cambiando de equipo.",Chandler Bing,3,9,4,49
"Sí, Chandler me encuentra tan intimidante que sería mejor si estuviéramos en el mismo equipo.",Joey Tribbiani,3,9,4,50
"Bien. Está bien, juguemos. Vamos.",Ross Geller,3,9,4,51
"No ah, espera un segundo Joe, ¿de dónde vienen los holandeses?",Chandler Bing,3,9,4,52
"Ah, bueno, los holandeses de Pensilvania vienen de Pensilvania.",Joey Tribbiani,3,9,4,53
"Y los otros holandeses, vienen de algún lugar cerca de los Países Bajos, ¿verdad?",Chandler Bing,3,9,4,54
Buen intento. Ver Países Bajos es este lugar imaginario de donde provienen Peter Pan y Tinker Bell.,Joey Tribbiani,3,9,4,55
Dios mío.,Margha,3,9,4,56
"Ya basta de geografía para los locos, ¿vale? Juguemos un poco, muchachos.",Ross Geller,3,9,4,57
"Espera, espera, no, no, no voy a jugar con este tipo ahora.",Joey Tribbiani,3,9,4,58
Bien por mí.,Chandler Bing,3,9,4,59
"Bien, ¿sabes qué? Vayamos al grano. ¿Bueno? Heidi, ¿cuál de mis chicos te gusta?",Ross Geller,3,9,4,60
¿Qué estás haciendo? ¿Qué estás haciendo? ¿Qué estás haciendo?,,3,9,4,61
¿Cuál me gusta?,Margha,3,9,4,62
"Sí, ya sabes, para las citas, la alegría general, volver a tu molino de viento...",Ross Geller,3,9,4,63
"Bueno, si tuviera que elegir ahora, lo cual por cierto me parece muy raro, diría, Chandler.",Margha,3,9,4,64
¡¡Sí!!,Chandler Bing,3,9,4,65
¡Espera un minuto! ¡Espera un minuto! Obviamente ella no entendió la pregunta.,Joey Tribbiani,3,9,4,66
"Bueno, no es así, haz que el Capitán Garfio se lo explique.",Chandler Bing,3,9,4,67
"Lo siento, Joey, esa es mi elección.",Margha,3,9,4,68
"¡Escuchas eso! ¡Esa es su elección, señor, le dejaré tenerla! ¡Yo gano! ¡Eres un inútil! ¡Yo gobierno todo! ¡¡Una mini-ola en celebración de mí!!",Chandler Bing,3,9,4,69
Ahora estoy pensando que me gustaría cambiar mi respuesta a nadie.,Margha,3,9,4,70
¿Q-qué?,Chandler Bing,3,9,4,71
"Ahora te encuentro superficial y, eh, un idiota. Está bien, adiós.",Margha,3,9,4,72
Buen camino. Te acabas de ahorrar un par de meses de sexo.,Joey Tribbiani,3,9,4,73
"¿Sabes qué? No importa, porque ella me eligió. ¡A mí! De ahora en adelante ya tengo las fechas y tienes que quedarte en casa los sábados por la noche viendo ¡Listos, listos, cocinan!",Chandler Bing,3,9,4,74
"Guarde los avances para la terapia, está bien. El tiempo corre. No tenemos tiempo y estamos perdiendo, estamos perdiendo frente a las chicas.",Ross Geller,3,9,4,75
No vamos a perder contra las chicas.,Chandler Bing,3,9,4,76
¡Ey! ¡Es 42-21!,Ross Geller,3,9,4,77
"¡Esto apesta, estaba tan arriba!",Joey Tribbiani,3,9,4,78
"¿Estamos jugando al fútbol o qué? Vamos, Casas de espalda peluda.",Monica Geller,3,9,4,79
[corte al grupo de chicas.],Scene Directions,3,9,4,80
"Tenemos que hacer esto. Jugamos para mujeres en todas partes. Vale, solo piensa en cada cita pésima que hayas tenido, vale, cada chico que estuvo en la televisión mientras te besabas...",Monica Geller,3,9,4,81
¡Ay dios mío! ¿También saliste con alguien con un ojo de cristal?,Phoebe Buffay,3,9,4,82
"Vamos, está bien, vamos, esto es para todas las mujeres. ¡Vamos a matarlo!",Monica Geller,3,9,4,83
¡¡¡Sí!!! ¡¡¡Mátalo!!!,Rachel Green,3,9,4,84
"Está bien, no, bueno, quiero matarlos, pero a sus muchachos, ¿sabes cómo vamos a vencer a tres muchachos?",Phoebe Buffay,3,9,4,85
(Sigue otra secuencia de fútbol),Scene Directions,3,9,4,86
"[Secuencia 1 Chandler pasa corriendo junto a Phoebe con la pelota, Phoebe le muestra un flash, él se detiene y la mira estupefacto. Phoebe luego corre y le quita el balón.]",Scene Directions,3,9,4,87
"[Secuencia 2 Phoebe lanza el balón y es interceptado por Joey, quien comienza a correr por el campo. Rachel salta sobre su espalda para intentar abordarlo, pero no lo frena. Luego, Mónica y Phoebe la agarran de las piernas para detener a Joey, quien aún logra luchar contra la entrada y anotar el touchdown.]",Scene Directions,3,9,4,88
S,,3,9,4,89
[corte al grupo de chicas],Scene Directions,3,9,4,90
"Muy bien, todavía nos queda un minuto y medio y estamos dos puntos abajo. Dos puntos... Phoebe, vuelve a hacer un gancho para botones. Rachel, vas largo.",Monica Geller,3,9,4,91
¡No! ¡Vamos! No me hagas tardar. Úsame. Nunca me cubren.,Rachel Green,3,9,4,92
"Cariño, hay una razón.",Monica Geller,3,9,4,93
"Dios, no soy tonto, está bien. Puedo hacer algo. Puedo lanzar, ¿me dejarías lanzar? Vamos, este también es mi juego.",Rachel Green,3,9,4,94
"Vamos Mon, déjala tirar la pelota.",Phoebe Buffay,3,9,4,95
"Muy bien Rachel, tú barres detrás, yo te lo lanzo y tú se lo lanzas al campo a Phoebe. Está bien. Romper.",Monica Geller,3,9,4,96
¡Gracias! ¡Romper!,Rachel Green,3,9,4,97
¡Treinta y dos! ¡Setenta y uno! ¡Caminata!,Monica Geller,3,9,4,98
"(Phoebe le lanza la pelota a Mónica, quien se la devuelve a Rachel.)",Scene Directions,3,9,4,99
¡Uno-Mississippi! ¡Dos Mississippi! ¡Tres Mississippi!,The Guys,3,9,4,100
"(Todos corren hacia Rachel, quien entra en pánico y huye. Ella sale corriendo del parque y sube a lo largo de la cerca, luego regresa al parque y pasa corriendo junto a Mónica, cuando llega a Mónica, le lanza la pelota a Mónica y le golpea en el ojo.)",Scene Directions,3,9,4,101
¡Lo siento mucho! ¿Estás bien?,Rachel Green,3,9,4,102
¡No! ¡No estoy bien!,Monica Geller,3,9,4,103
"Lo siento, todos venían hacia mí y no sabía qué hacer.",Rachel Green,3,9,4,104
¡Quedan treinta segundos en el cronómetro!,Joey Tribbiani,3,9,4,105
"Vale, vale, ¡podemos llevarnos ese estúpido troll a casa!",Chandler Bing,3,9,4,106
¡Vamos! ¡Vamos! ¡Apurarse! ¡Se nos acaba el tiempo! ¡Reúnanse!,Monica Geller,3,9,4,107
"Bueno. ¡Ooh! Oh, este es nuestro último grupo, sí.",Phoebe Buffay,3,9,4,108
"Muy bien, Phoebe, ábrete. Rachel, vete largo.",Monica Geller,3,9,4,109
Bueno.,Rachel Green,3,9,4,110
¡Romper!,Monica Geller,3,9,4,111
"(En cámara lenta, Phoebe golpea la pelota, Rachel se lanza larga. Joey y Chandler y todos sobre Phoebe, dejando a Rachel completamente abierta. Ross comienza a apresurar a Mónica, quien ve que Phoebe está doblemente cubierta, desesperada se la lanza a Rachel. Vemos volar por el aire, y luego a Rachel corriendo debajo de ella, luego la pelota, luego Rachel nuevamente, luego la pelota, luego Phoebe, Chandler y Joey mirándola en estado de shock. Luego, con la gracia de Jerry Rice (sin ofender a Jerry) Rice), Rachel atrapa la pelota, se detiene y la remata. Tanto Phoebe como Monica estallan en celebración.)",Scene Directions,3,9,4,112
¡Conseguí un touchdown! ¡¡Lo logramos!!,Rachel Green,3,9,4,113
"Oye, oye, oye Rachel, qué curioso. En realidad, la zona de anotación comienza en ese poste, así que te faltan cinco pies, ¡así que ganamos!",Chandler Bing,3,9,4,114
"¡Espera-espera-espera-espera! Entonces, explícame algo, si nadie etiquetó a Rachel, entonces la obra no continúa.",Phoebe Buffay,3,9,4,115
(Todos comienzan a lanzarse hacia la pelota y Mónica y Ross la agarran al mismo tiempo.),Scene Directions,3,9,4,116
¡Déjalo ir! ¡Déjalo ir!,Ross Geller,3,9,4,117
¡Déjalo ir! ¡¡Soy una mujercita diminuta!!,Monica Geller,3,9,4,118
"¡Tipo! ¡Tipo! ¡Vamos! Es Acción de Gracias, no importa quién gana o pierde. ¡Lo importante es que la holandesa me eligió! ¡A mí! ¡Tú no! ¡Holanda ama a Chandler! ¡Gracias Ámsterdam! ¡¡Buenas noches!!",Chandler Bing,3,9,4,119
¡¡Ay!!,Monica Geller,3,9,4,120
"[Escena: Apartamento de Monica y Rachel, Rachel, Phoebe, Chandler y Joey están cenando el Día de Acción de Gracias.]",Scene Directions,3,9,5,1
Definitivamente deberíamos jugar al fútbol más a menudo. Tal vez haya una liga similar a la que podamos unirnos o algo así.,Rachel Green,3,9,5,2
¿No existe una liga nacional de fútbol?,Phoebe Buffay,3,9,5,3
"Sí. Sí, tocan los domingos y lunes por la noche.",Chandler Bing,3,9,5,4
"¡Oh, dispara! Trabajo los lunes por la noche.",Rachel Green,3,9,5,5
"Umm, este relleno es increíble. ¿Crees que deberíamos traerles algo?",Phoebe Buffay,3,9,5,6
"Cuando tengan suficiente hambre, entrarán.",Joey Tribbiani,3,9,5,7
"[Escena: El parque, afuera está oscuro y Monica y Ross todavía están peleando por la pelota.]",Scene Directions,3,9,6,1
¡Déjalo ir!,Monica Geller,3,9,6,2
¡No! ¡Déjalo ir!,Ross Geller,3,9,6,3
¡No!,Monica Geller,3,9,6,4
¿Cómo es que siempre quedamos nosotros en el campo sosteniendo el balón?,Ross Geller,3,9,6,5
No sé. Supongo que a los demás simplemente no les importa lo suficiente.,Monica Geller,3,9,6,6
(Empieza a nevar.),Scene Directions,3,9,6,7
¡Ey! Está empezando a nevar.,Ross Geller,3,9,6,8
(Ambos miran hacia arriba y ven cómo empieza a nevar. Luego ambos comienzan a pelear por la pelota nuevamente.),Scene Directions,3,9,6,9
¡Dame esto!,Ross Geller,3,9,6,10
¡Déjalo ir!,Monica Geller,3,9,6,11
"[Escena: Central Perk, Chandler y Rachel están sentados en el sofá.]",Scene Directions,3,10,1,1
"Eh..., no lo sé, no lo sé.",Chandler Bing,3,10,1,2
¿Qué?,Rachel Green,3,10,1,3
"Bueno, a pesar de sus años de perro, ¿crees que a Snoopy todavía se le debería permitir volar esta cosa?",Chandler Bing,3,10,1,4
¿Raquel?,Gunther,3,10,1,5
Sí.,Rachel Green,3,10,1,6
¿Recuerdas cuando llegaste aquí por primera vez y pasaste dos semanas entrenándote con otra camarera?,Gunther,3,10,1,7
"¡Ah, claro! ¿Necesitas que capacite a alguien nuevo?",Rachel Green,3,10,1,8
"Bueno. En realidad, Terry quiere que vuelvas a realizar el entrenamiento cuando quieras.",Gunther,3,10,1,9
"Eh, ¿crees eso?",Rachel Green,3,10,1,10
¿Sí?,Chandler Bing,3,10,1,11
"[Escena: En el pasillo del edificio de Ross, hay una chica de Brown Bird vendiendo galletas, mientras Ross y Chandler suben las escaleras.]",Scene Directions,3,10,2,1
"Son dos cajas de Holiday Macaroons. En nombre de Brown Birds of America, los saludo.",Sarah Tuttle,3,10,2,2
"Admítelo Chandler, no tienes revés.",Ross Geller,3,10,2,3
"Disculpe pequeña, tengo un revés muy sólido.",Chandler Bing,3,10,2,4
Protegerse la cara y gritar como una niña... no es un revés.,Ross Geller,3,10,2,5
Estaba gritando... como un marine.,Chandler Bing,3,10,2,6
(Ambos comienzan a subir las escaleras.),Scene Directions,3,10,2,7
"Todo bien aquí. Mírame ejecutar las tres ""P"" del campeonato. Fuerza. Precisión. y penache.",Ross Geller,3,10,2,8
"[Escena: Central Perk, toda la pandilla está allí discutiendo el incidente.]",Scene Directions,3,10,3,1
¡¡¿Le rompiste la pierna a una niña?!!,Monica Geller,3,10,3,2
Lo sé. Me siento horrible. Bueno.,Ross Geller,3,10,3,3
Aquí dice que anoche mataron a un muñeco en Seasame Street. ¿Dónde exactamente estaban alrededor de las diez?,Chandler Bing,3,10,3,4
"Bueno, voy a ir a verla. Quiero traerle algo, ¿qué crees que le gustará?",Ross Geller,3,10,3,5
"Tal vez una muñeca de Hello Kitty, la capacidad de caminar...",Monica Geller,3,10,3,6
(Rachel comienza a reír y Ross se da cuenta.),Scene Directions,3,10,3,7
Voy a volver a entrenarme.,Rachel Green,3,10,3,8
"Muy bien, nos vemos chicos.",Ross Geller,3,10,3,9
"¡Cuidado niños, que ya viene!",Chandler Bing,3,10,3,10
Y tengo que ir a vender algunos árboles de Navidad.,Joey Tribbiani,3,10,3,11
"Divertirse. ¡Oh, espera, no, no lo hagas! Olvidé que ahora estoy totalmente en contra de eso.",Phoebe Buffay,3,10,3,12
¿Qué? ¿Tengo un trabajo?,Joey Tribbiani,3,10,3,13
"No, no, estoy en contra de que se talen árboles inocentes en su mejor momento, y de que sus cadáveres estén grotescamente vestidos como oropel y luces parpadeantes. Oye, ¿cómo duermes por la noche?",Phoebe Buffay,3,10,3,14
"Bueno, estoy bastante cansado de cargar los árboles todo el día. Oye, Phoebe, escucha, lo entendiste todo mal. Esos árboles nacieron para ser árboles de Navidad, cumplir su propósito de vida, hacer feliz a la gente.",Joey Tribbiani,3,10,3,15
¿En realidad?,Phoebe Buffay,3,10,3,16
"(Phoebe se gira y mira a Mónica, mientras Joey le hace un gesto frenético a Chandler para que lo ayude.)",Scene Directions,3,10,3,17
"Sí. Sí, y ah, ah, los árboles también están felices, porque para la mayoría de ellos es la única oportunidad de ver Nueva York.",Chandler Bing,3,10,3,18
[corte a Gunther reentrenando a Rachel.],Scene Directions,3,10,3,19
"...y después de haber entregado las bebidas, tomas la bandeja vacía....",Gunther,3,10,3,20
"Gunther, Gunther, por favor, trabajo aquí desde hace dos años y medio, sé que las bandejas vacías van para allá.",Rachel Green,3,10,3,21
¿Y si los pones aquí?,Gunther,3,10,3,22
"Eh. Bueno, ya sabes, en realidad es una muy buena idea, porque así estarán más cerca de las tazas. ¿Sabes qué? Deberías pedirle a las otras camareras que también hagan lo mismo.",Rachel Green,3,10,3,23
"Ya lo hacen. Por eso lo llaman el ""lugar de la bandeja"".",Gunther,3,10,3,24
"Vaya, siempre los oí hablar de eso, siempre pensé que era un club al que iban. Oh Dios, lo siento.",Rachel Green,3,10,3,25
Está bien. Cariño.,Gunther,3,10,3,26
"[Escena: Dormitorio de Sarah, su habitación está decorada con un motivo espacial.]",Scene Directions,3,10,4,1
"Así que esto debe ser genial para ti, ¿eh? Quiero decir, tu papá me dice que tienes un par de días libres en la escuela y tú, ah, ya no tienes que vender esas galletas.",Ross Geller,3,10,4,2
"Bueno, más o menos quería vender las galletas. La chica que vende más gana un viaje al Spacecamp y se sienta en un transbordador espacial real.",Sarah Tuttle,3,10,4,3
"Vaya, realmente te gustan todas estas cosas del espacio, ¿eh?",Ross Geller,3,10,4,4
"Sí. Mi papá dice que si paso tanto tiempo ayudándolo a limpiar apartamentos como soñando despierto con el espacio exterior, podría permitirse un viaje al Taj Mahal.",Sarah Tuttle,3,10,4,5
Creo que habría que limpiar muchos apartamentos para ir hasta la India.,Ross Geller,3,10,4,6
No. El de Atlantic City. A papá le encantan las tragamonedas. Dice que duplicará el dinero para la universidad que me dejó mi abuela.,Sarah Tuttle,3,10,4,7
"Eh. Bueno, buena suerte para papá. Dime, ¿cuántas cajas más tendrías que vender para poder ganar?",Ross Geller,3,10,4,8
La chica que ganó el año pasado vendió cuatrocientos setenta y cinco.,Sarah Tuttle,3,10,4,9
Sí.,Ross Geller,3,10,4,10
Hasta ahora he vendido setenta y cinco.,Sarah Tuttle,3,10,4,11
"Cuatrocientos, ¿eh? Bueno, eso parece factible. ¿Cuanto cuestan las cajas?",Ross Geller,3,10,4,12
Cinco dólares la caja.,Sarah Tuttle,3,10,4,13
¿Y qué es el segundo premio?,Ross Geller,3,10,4,14
Una bicicleta de diez velocidades. Pero prefiero tener algo que mi papá no pueda vender.,Sarah Tuttle,3,10,4,15
"Bueno, eso tiene sentido.",Ross Geller,3,10,4,16
"¿Podrías hacerme un favor, si no es mucha molestia?",Sarah Tuttle,3,10,4,17
"Sí, Sarah, cualquier cosa.",Ross Geller,3,10,4,18
"¿Podrías abrir las cortinas por mí? Los astronautas del transbordador espacial estarán en las noticias, y como no tenemos televisor, la señora del otro lado del callejón dijo que acercaría el suyo a una ventana para que yo pudiera verlo.",Sarah Tuttle,3,10,4,19
"[Escena: Un pasillo, Ross está vendiendo galletas Brown Bird para Sarah, se detiene y llama a una puerta.]",Scene Directions,3,10,5,1
¿Sí?,Woman,3,10,5,2
"Hola, vendo galletas Brown Bird.",Ross Geller,3,10,5,3
"No eres ningún pájaro marrón, puedo verte a través de mi mirilla.",Woman,3,10,5,4
"No, hola, soy un pájaro marrón honorario",Ross Geller,3,10,5,5
¿Qué significa eso?,Woman,3,10,5,6
"Ah, bueno, significa que puedo vender galletas, pero no me invitan a quedar a dormir.",Ross Geller,3,10,5,7
"Puedo marcar el 9-1-1 con solo tocar un botón, ¿sabes? ¡Ahora vete!",Woman,3,10,5,8
"No, por favor, por favor, um, es para una niña pobre que quiere ir al Spacecamp más que nada en el mundo.",Ross Geller,3,10,5,9
"Estoy presionando, un policía viene en camino.",Woman,3,10,5,10
"¡Está bien, está bien! Voy. Voy.",Ross Geller,3,10,5,11
¡Aún puedo verte!,Woman,3,10,5,12
¡¡Está bien!!,Ross Geller,3,10,5,13
"[Escena: Trabajo de Joey, vendiendo árboles de Navidad.]",Scene Directions,3,10,6,1
Ey.,Phoebe Buffay,3,10,6,2
"Ey. ¿Qué, qué estás haciendo aquí?",Joey Tribbiani,3,10,6,3
"Bueno, pensé mucho en lo que dijiste, y me di cuenta, bueno, tal vez fui un poco crítico. Sí, oh, pero oh...",Phoebe Buffay,3,10,6,4
