temporada,numero_episodio,escena,intervencion,emocion
2,3,5,2,Alegre
2,3,5,3,Asustado
2,3,5,4,Neutral
2,3,5,5,Poderoso
2,3,5,6,Neutral
2,3,5,7,Poderoso
2,3,5,8,Neutral
2,3,6,1,Alegre
2,3,6,2,Alegre
2,3,6,3,Poderoso
2,3,6,4,Alegre
2,3,6,5,Enojado
2,3,6,6,Alegre
2,3,6,7,Enojado
2,3,6,8,Enojado
2,3,6,9,Poderoso
2,3,6,10,Enojado
2,3,6,11,Neutral
2,3,6,12,Enojado
2,3,6,13,Neutral
2,3,6,14,Poderoso
2,3,7,1,Alegre
2,3,7,2,Neutral
2,3,7,3,Enojado
2,3,7,4,Enojado
2,3,7,5,Enojado
2,3,7,6,Enojado
2,3,7,7,Asustado
2,3,9,1,Neutral
2,3,9,2,Neutral
2,3,9,3,Alegre
2,3,9,4,Enojado
2,3,9,5,Enojado
2,3,9,6,Enojado
2,3,10,1,Asustado
2,3,10,2,Alegre
2,3,10,3,Tranquilo
2,3,10,4,Enojado
2,3,10,5,Tranquilo
2,3,10,6,Alegre
2,3,10,7,Alegre
2,3,10,8,Neutral
2,3,10,9,Alegre
2,4,1,2,Enojado
2,4,1,3,Neutral
2,4,1,4,Neutral
2,4,1,5,Neutral
2,4,1,6,Neutral
2,4,1,7,Poderoso
2,4,1,8,Asustado
2,4,1,9,Asustado
2,4,3,2,Asustado
2,4,3,3,Alegre
2,4,3,4,Poderoso
2,4,3,5,Alegre
2,4,3,6,Alegre
2,4,3,7,Enojado
2,4,3,8,Enojado
2,4,3,9,Enojado
2,4,3,10,Alegre
2,4,3,11,Alegre
2,4,3,12,Neutral
2,4,3,13,Neutral
2,4,3,14,Asustado
2,4,3,15,Alegre
2,4,3,16,Enojado
2,4,3,17,Alegre
2,4,3,18,Alegre
2,4,3,19,Alegre
2,4,5,2,Neutral
2,4,5,3,Neutral
2,4,5,4,Alegre
2,4,5,5,Alegre
2,4,5,6,Neutral
2,4,5,7,Tranquilo
2,4,5,8,Alegre
2,4,5,9,Poderoso
2,4,5,10,Alegre
2,4,5,11,Tranquilo
2,4,5,12,Alegre
2,4,5,13,Tranquilo
2,4,5,14,Neutral
2,4,5,15,Neutral
2,4,5,16,Alegre
2,4,5,17,Asustado
2,4,5,18,Alegre
2,4,6,2,Neutral
2,4,6,3,Neutral
2,4,6,4,Neutral
2,4,6,5,Alegre
2,4,6,6,Neutral
2,4,6,7,Neutral
2,4,6,8,Asustado
2,4,6,9,Asustado
2,4,6,10,Tranquilo
2,4,6,11,Neutral
2,4,6,12,Alegre
2,4,7,2,Alegre
2,4,7,3,Alegre
2,4,7,4,Tranquilo
2,4,7,5,Enojado
2,4,7,6,Asustado
2,4,7,7,Enojado
2,4,7,8,Alegre
2,4,7,9,Asustado
2,4,7,10,Alegre
2,4,7,11,Alegre
2,4,7,12,Alegre
2,4,7,13,Asustado
2,4,7,14,Alegre
2,4,7,15,Alegre
2,4,8,2,Tranquilo
2,4,8,3,Asustado
2,4,8,4,Asustado
2,4,8,5,Asustado
2,4,8,6,Enojado
2,4,8,7,Asustado
2,4,8,8,Alegre
2,4,8,9,Asustado
2,4,8,10,Enojado
2,4,8,11,Tranquilo
2,4,8,12,Tranquilo
2,4,8,13,Neutral
2,4,8,14,Neutral
2,4,8,15,Poderoso
2,4,8,16,Asustado
2,4,8,17,Asustado
2,4,8,18,Asustado
2,4,8,19,Poderoso
2,4,8,20,Asustado
2,4,8,21,Poderoso
2,4,8,22,Enojado
2,4,9,2,Asustado
2,4,9,3,Neutral
2,4,9,4,Neutral
2,4,9,5,Neutral
2,4,9,6,Asustado
2,4,9,7,Neutral
2,4,9,8,Poderoso
2,4,9,9,Asustado
2,4,9,10,Asustado
2,4,9,11,Alegre
2,4,9,12,Asustado
2,4,9,13,Alegre
2,4,9,14,Alegre
2,4,9,15,Alegre
2,4,9,16,Alegre
2,4,9,17,Neutral
2,4,9,18,Asustado
2,4,10,2,Neutral
2,4,10,3,Tranquilo
2,4,10,4,Asustado
2,4,10,5,Alegre
2,4,10,6,Neutral
2,5,1,2,Triste
2,5,1,3,Alegre
2,5,1,4,Neutral
2,5,1,5,Neutral
2,5,1,6,Neutral
2,5,1,7,Tranquilo
2,5,1,8,Alegre
2,5,1,9,Alegre
2,5,1,10,Neutral
2,5,1,11,Neutral
2,5,1,12,Alegre
2,5,1,13,Alegre
2,5,1,14,Neutral
2,5,1,15,Neutral
2,5,1,16,Tranquilo
2,5,1,17,Alegre
2,5,1,18,Alegre
2,5,1,19,Neutral
2,5,1,20,Neutral
2,5,1,21,Alegre
2,5,1,22,Alegre
2,5,1,23,Alegre
2,5,5,2,Triste
2,5,5,3,Triste
2,5,5,4,Neutral
2,5,5,5,Triste
2,5,5,6,Triste
2,5,5,7,Neutral
2,5,6,2,Tranquilo
2,5,6,3,Neutral
2,5,6,4,Asustado
2,5,6,5,Alegre
2,5,6,6,Alegre
2,5,6,7,Triste
2,5,6,8,Neutral
2,5,6,9,Neutral
2,5,6,10,Neutral
2,5,6,11,Neutral
2,5,6,12,Alegre
2,5,6,13,Alegre
2,5,6,14,Triste
2,5,6,15,Alegre
2,5,6,16,Neutral
2,5,6,17,Neutral
2,5,6,18,Neutral
2,5,6,19,Neutral
2,5,6,20,Alegre
2,6,2,2,Alegre
2,6,2,3,Tranquilo
2,6,2,4,Tranquilo
2,6,2,5,Neutral
2,6,2,6,Poderoso
2,6,2,7,Neutral
2,6,2,8,Enojado
2,6,2,9,Neutral
2,6,2,10,Enojado
2,6,2,11,Asustado
2,6,2,12,Enojado
2,6,2,13,Alegre
2,6,3,2,Asustado
2,6,3,3,Alegre
2,6,3,4,Neutral
2,6,3,5,Asustado
2,6,3,6,Asustado
2,6,3,7,Neutral
2,6,3,8,Neutral
2,6,3,9,Alegre
2,6,3,10,Asustado
2,6,3,11,Alegre
2,6,3,12,Tranquilo
2,6,3,13,Alegre
2,6,3,14,Alegre
2,6,3,15,Alegre
2,6,3,16,Alegre
2,6,3,17,Poderoso
2,6,3,18,Tranquilo
2,6,5,2,Neutral
2,6,5,3,Neutral
2,6,5,4,Tranquilo
2,6,5,5,Alegre
2,6,5,6,Poderoso
2,6,5,7,Triste
2,6,5,8,Neutral
2,6,5,9,Triste
2,6,5,10,Neutral
2,6,5,11,Triste
2,6,5,12,Neutral
2,6,5,13,Asustado
2,6,5,14,Tranquilo
2,6,5,15,Asustado
2,6,5,16,Neutral
2,6,5,17,Alegre
2,7,1,2,Triste
2,7,1,3,Neutral
2,7,1,4,Triste
2,7,1,5,Neutral
2,7,1,6,Asustado
2,7,1,7,Neutral
2,7,1,8,Poderoso
2,7,1,9,Triste
2,7,1,10,Neutral
2,7,1,11,Neutral
2,7,1,12,Asustado
2,7,1,13,Alegre
2,7,5,2,Asustado
2,7,5,3,Asustado
2,7,5,4,Neutral
2,7,5,5,Neutral
2,7,5,6,Neutral
2,7,5,7,Enojado
2,7,5,8,Alegre
2,7,5,9,Neutral
2,7,5,10,Triste
2,7,5,11,Triste
2,7,5,12,Neutral
2,7,5,13,Neutral
2,7,5,14,Neutral
2,7,5,15,Neutral
2,7,5,16,Neutral
2,7,5,17,Neutral
2,7,6,2,Neutral
2,7,6,3,Asustado
2,7,6,4,Triste
2,7,6,5,Poderoso
2,7,6,6,Alegre
2,7,6,7,Poderoso
2,7,6,8,Alegre
2,7,7,2,Tranquilo
2,7,7,3,Neutral
2,7,7,4,Alegre
2,7,7,5,Neutral
2,7,7,6,Tranquilo
2,7,7,7,Triste
2,7,7,8,Triste
2,7,7,9,Triste
2,7,7,10,Triste
2,7,7,11,Alegre
2,7,7,12,Neutral
2,7,7,13,Poderoso
2,7,7,14,Neutral
2,7,7,15,Neutral
2,7,7,16,Asustado
2,7,7,17,Poderoso
2,7,7,18,Enojado
2,7,7,19,Neutral
2,7,7,20,Neutral
2,7,7,21,Tranquilo
2,7,7,22,Neutral
2,7,7,23,Enojado
2,7,8,2,Enojado
2,7,8,3,Neutral
2,7,8,4,Poderoso
2,7,8,5,Neutral
2,7,8,6,Poderoso
2,7,8,7,Poderoso
2,7,10,2,Neutral
2,7,10,3,Neutral
2,7,10,4,Neutral
2,7,10,5,Triste
2,7,10,6,Neutral
2,7,10,7,Neutral
2,7,10,8,Alegre
2,7,10,9,Alegre
2,7,10,10,Alegre
2,7,10,11,Alegre
2,7,10,12,Neutral
2,7,10,13,Neutral
2,7,10,14,Neutral
2,7,10,15,Alegre
2,7,10,16,Alegre
2,7,10,17,Alegre
2,7,10,18,Alegre
2,7,10,19,Alegre
2,7,11,2,Neutral
2,7,11,3,Triste
2,7,11,4,Neutral
2,7,11,5,Enojado
2,7,11,6,Neutral
2,7,11,7,Triste
2,7,11,8,Triste
2,7,11,9,Enojado
2,7,11,10,Enojado
2,7,11,11,Enojado
2,7,11,12,Enojado
2,7,11,13,Triste
2,7,11,14,Triste
2,7,11,15,Triste
2,7,11,16,Enojado
2,7,11,17,Enojado
2,7,11,18,Enojado
2,7,11,19,Enojado
2,7,11,20,Enojado
2,7,11,21,Enojado
2,7,11,22,Enojado
2,7,11,23,Enojado
2,7,11,24,Enojado
2,7,11,25,Enojado
2,7,11,26,Tranquilo
2,7,12,2,Poderoso
2,7,12,3,Poderoso
2,7,12,4,Enojado
2,7,12,5,Alegre
2,7,12,6,Tranquilo
2,7,12,7,Alegre
2,7,12,8,Neutral
2,7,12,9,Neutral
2,7,12,10,Neutral
2,7,12,11,Triste
2,7,12,12,Neutral
2,7,12,13,Triste
2,7,12,14,Neutral
2,7,12,15,Triste
2,7,12,16,Neutral
2,7,12,17,Neutral
2,7,12,18,Neutral
2,7,12,19,Neutral
2,7,12,20,Alegre
2,8,1,2,Alegre
2,8,1,3,Alegre
2,8,1,4,Alegre
2,8,1,5,Alegre
2,8,1,6,Alegre
2,8,1,7,Neutral
2,8,1,8,Neutral
2,8,1,9,Neutral
2,8,1,10,Alegre
2,8,1,11,Alegre
2,8,1,12,Neutral
2,8,1,13,Alegre
2,8,1,14,Alegre
2,8,4,2,Alegre
2,8,4,3,Neutral
2,8,4,4,Neutral
2,8,4,5,Asustado
2,8,4,6,Neutral
2,8,4,7,Asustado
2,8,4,8,Poderoso
2,8,4,9,Enojado
2,8,4,10,Neutral
2,8,4,11,Enojado
2,8,4,12,Poderoso
2,8,4,13,Enojado
2,8,4,14,Poderoso
2,8,4,15,Neutral
2,8,4,16,Neutral
2,8,4,17,Enojado
2,8,4,18,Poderoso
2,8,4,19,Enojado
2,8,4,20,Poderoso
2,8,4,21,Alegre
2,8,4,22,Poderoso
2,8,4,23,Alegre
2,8,5,2,Neutral
2,8,5,3,Enojado
2,8,5,4,Neutral
2,8,5,5,Neutral
2,8,5,6,Alegre
2,8,5,7,Neutral
2,8,5,8,Neutral
2,8,5,9,Neutral
2,8,5,10,Neutral
2,8,5,11,Triste
2,8,5,12,Enojado
2,8,5,13,Poderoso
2,8,6,2,Asustado
2,8,6,3,Enojado
2,8,6,4,Tranquilo
2,8,6,5,Enojado
2,8,6,6,Alegre
2,8,6,7,Tranquilo
2,8,6,8,Neutral
2,8,6,9,Alegre
2,8,6,10,Neutral
2,8,6,11,Tranquilo
2,8,6,12,Neutral
2,8,6,13,Tranquilo
2,8,6,14,Alegre
2,8,6,15,Neutral
2,8,6,16,Alegre
2,8,6,17,Neutral
2,8,6,18,Triste
2,8,7,2,Neutral
2,8,7,3,Enojado
2,8,7,4,Asustado
2,8,7,5,Enojado
2,8,7,6,Triste
2,8,9,2,Alegre
2,8,9,3,Poderoso
2,8,9,4,Asustado
2,8,9,5,Neutral
2,8,9,6,Neutral
2,8,9,7,Neutral
2,8,9,8,Alegre
2,8,9,9,Neutral
2,8,9,10,Neutral
2,8,9,11,Tranquilo
2,8,9,12,Neutral
2,8,9,13,Asustado
2,8,9,14,Neutral
2,8,10,2,Asustado
2,8,10,3,Enojado
2,8,10,4,Neutral
2,8,10,5,Enojado
2,8,10,6,Neutral
2,8,10,7,Tranquilo
2,8,10,8,Tranquilo
2,8,10,9,Neutral
2,8,10,10,Alegre
2,8,10,11,Neutral
2,8,10,12,Asustado
2,8,10,13,Tranquilo
2,8,10,14,Asustado
2,8,10,15,Enojado
2,8,10,16,Asustado
2,8,10,17,Enojado
2,8,10,18,Asustado
2,8,10,19,Enojado
2,8,10,20,Asustado
2,8,10,21,Triste
2,8,10,22,Tranquilo
2,8,10,23,Triste
2,8,10,24,Tranquilo
2,8,10,25,Asustado
2,8,10,26,Asustado
2,8,11,2,Neutral
2,8,11,3,Neutral
2,8,11,4,Asustado
2,8,11,5,Triste
2,8,11,6,Triste
2,8,11,7,Triste
2,8,11,8,Asustado
2,8,11,9,Neutral
2,8,12,3,Neutral
2,8,12,4,Neutral
2,8,12,5,Tranquilo
2,8,12,6,Neutral
2,8,12,7,Asustado
2,8,12,8,Poderoso
2,8,12,9,Poderoso
2,8,12,10,Alegre
2,8,13,2,Neutral
2,8,13,3,Triste
2,8,13,4,Neutral
2,8,13,5,Triste
2,8,13,6,Triste
2,9,1,2,Alegre
2,9,1,3,Neutral
2,9,1,4,Neutral
2,9,1,5,Neutral
2,9,1,6,Neutral
2,9,1,7,Neutral
2,9,1,8,Neutral
2,9,1,9,Alegre
2,9,1,10,Neutral
2,9,1,11,Neutral
2,9,1,12,Neutral
2,9,1,13,Asustado
2,9,1,14,Neutral
2,9,1,15,Neutral
2,9,1,16,Neutral
2,9,1,17,Tranquilo
2,9,1,18,Asustado
2,9,1,19,Asustado
2,9,1,20,Asustado
2,9,1,21,Enojado
2,9,1,22,Enojado
2,9,1,23,Enojado
2,9,3,2,Neutral
2,9,3,3,Neutral
2,9,3,4,Alegre
2,9,3,5,Neutral
2,9,3,6,Asustado
2,9,3,7,Asustado
2,9,3,8,Asustado
2,9,3,9,Alegre
2,9,3,10,Asustado
2,9,3,11,Asustado
2,9,3,12,Enojado
2,9,3,13,Asustado
2,9,3,14,Poderoso
2,9,3,15,Triste
2,9,3,16,Triste
2,9,3,17,Triste
2,9,3,18,Enojado
2,9,3,19,Neutral
2,9,3,20,Triste
2,9,3,21,Neutral
2,9,3,22,Triste
2,9,3,23,Triste
2,9,3,24,Neutral
2,9,4,2,Triste
2,9,4,3,Triste
2,9,4,4,Neutral
2,9,4,5,Neutral
2,9,4,6,Neutral
2,9,4,7,Neutral
2,9,4,8,Asustado
2,9,4,9,Tranquilo
2,9,4,10,Triste
2,9,4,11,Neutral
2,9,4,12,Neutral
2,9,4,13,Neutral
2,9,4,14,Neutral
2,9,4,15,Neutral
2,9,4,16,Alegre
2,9,4,17,Neutral
2,9,4,18,Neutral
2,9,4,19,Alegre
2,9,4,20,Tranquilo
2,9,4,21,Enojado
2,9,4,22,Neutral
2,9,4,23,Enojado
2,9,4,24,Asustado
2,9,4,25,Alegre
2,9,5,2,Asustado
2,9,5,3,Neutral
2,9,5,4,Neutral
2,9,5,5,Tranquilo
2,9,5,6,Neutral
2,9,5,7,Asustado
2,9,5,8,Neutral
2,9,5,9,Triste
2,9,5,10,Asustado
2,9,5,11,Poderoso
2,9,5,12,Tranquilo
2,9,5,13,Neutral
2,9,5,14,Tranquilo
2,9,6,2,Neutral
2,9,6,3,Enojado
2,9,6,4,Asustado
2,9,6,5,Asustado
2,9,6,6,Alegre
2,9,6,7,Neutral
2,9,6,8,Neutral
2,9,6,9,Neutral
2,9,6,10,Neutral
2,9,6,11,Alegre
2,9,6,12,Alegre
2,9,6,13,Tranquilo
2,9,6,14,Neutral
2,9,6,15,Neutral
2,9,6,16,Poderoso
2,9,6,17,Asustado
2,9,6,18,Tranquilo
2,9,6,19,Asustado
2,9,6,20,Tranquilo
2,9,6,21,Asustado
2,9,6,22,Asustado
2,9,7,2,Asustado
2,9,7,3,Enojado
2,9,7,4,Enojado
2,9,7,5,Tranquilo
2,9,7,6,Neutral
2,9,7,7,Enojado
2,9,7,8,Asustado
2,9,7,9,Enojado
2,9,7,10,Asustado
2,9,7,11,Enojado
2,9,7,12,Asustado
2,9,7,13,Enojado
2,9,7,14,Tranquilo
2,9,7,15,Alegre
2,9,7,16,Enojado
2,9,7,17,Asustado
2,9,7,18,Neutral
2,9,7,19,Triste
2,9,7,20,Alegre
2,9,8,2,Tranquilo
2,9,8,3,Neutral
2,9,8,4,Alegre
2,9,8,5,Neutral
2,9,8,6,Neutral
2,9,8,7,Asustado
2,9,8,8,Neutral
2,9,8,9,Neutral
2,9,8,10,Asustado
2,9,10,2,Neutral
2,9,10,3,Alegre
2,9,10,4,Neutral
2,9,10,5,Alegre
2,9,10,6,Neutral
2,9,10,7,Tranquilo
2,9,10,8,Asustado
2,9,10,9,Poderoso
2,9,10,10,Alegre
2,9,10,11,Tranquilo
2,9,10,12,Asustado
2,9,10,13,Tranquilo
2,9,10,14,Neutral
2,9,10,15,Tranquilo
2,9,10,16,Tranquilo
2,9,10,17,Triste
2,9,10,18,Tranquilo
2,9,10,19,Neutral
2,9,11,2,Asustado
2,9,11,3,Alegre
2,9,11,4,Triste
2,9,11,5,Alegre
2,9,11,6,Triste
2,9,11,7,Poderoso
2,9,11,8,Triste
2,9,11,9,Tranquilo
2,9,11,10,Alegre
2,9,11,11,Alegre
2,9,12,2,Neutral
2,9,12,3,Asustado
2,9,12,4,Alegre
2,9,12,5,Neutral
2,9,12,6,Asustado
2,9,12,7,Alegre
2,9,12,8,Triste
2,9,12,9,Neutral
2,9,12,10,Asustado
2,9,12,11,Neutral
2,9,12,12,Enojado
2,9,12,13,Alegre
2,9,12,14,Alegre
2,10,3,2,Neutral
2,10,3,3,Alegre
2,10,3,4,Alegre
2,10,3,5,Neutral
2,10,3,6,Neutral
2,10,3,7,Alegre
2,10,3,8,Asustado
2,10,3,9,Tranquilo
2,10,3,10,Asustado
2,10,3,11,Neutral
2,10,5,2,Neutral
2,10,5,3,Neutral
2,10,5,4,Triste
2,10,5,5,Alegre
2,10,5,6,Alegre
2,10,5,7,Neutral
2,10,5,8,Asustado
2,10,5,9,Triste
2,10,5,10,Neutral
2,10,5,11,Triste
2,10,5,12,Neutral
2,10,5,13,Triste
2,10,5,14,Neutral
2,10,5,15,Neutral
2,10,5,16,Tranquilo
2,10,5,17,Alegre
2,10,5,18,Alegre
2,10,5,19,Asustado
2,10,5,20,Tranquilo
2,10,5,21,Tranquilo
2,10,6,2,Neutral
2,10,6,3,Triste
2,10,6,4,Neutral
2,10,6,5,Triste
2,10,6,6,Neutral
2,10,6,7,Neutral
2,10,9,2,Neutral
2,10,9,3,Neutral
2,10,9,4,Neutral
2,10,9,5,Triste
2,10,9,6,Neutral
2,10,9,7,Neutral
2,10,9,8,Neutral
2,10,9,9,Neutral
2,10,9,10,Neutral
2,10,9,11,Neutral
2,10,9,12,Tranquilo
2,10,9,13,Neutral
2,11,1,2,Neutral
2,11,1,3,Neutral
2,11,1,4,Tranquilo
2,11,1,5,Tranquilo
2,11,1,6,Neutral
2,11,1,8,Neutral
2,11,1,9,Asustado
2,11,1,10,Neutral
2,11,1,11,Neutral
2,11,1,12,Neutral
2,11,1,13,Neutral
2,11,1,14,Asustado
2,11,1,15,Neutral
2,11,1,16,Asustado
2,11,1,17,Neutral
2,11,1,18,Neutral
2,11,1,19,Enojado
2,11,1,20,Neutral
2,11,1,21,Neutral
2,11,1,22,Neutral
2,11,3,2,Alegre
2,11,3,3,Alegre
2,11,3,4,Alegre
2,11,3,5,Neutral
2,11,3,6,Neutral
2,11,3,7,Tranquilo
2,11,3,8,Tranquilo
2,11,3,9,Asustado
2,11,3,10,Triste
2,11,3,11,Asustado
2,11,3,12,Alegre
2,11,3,13,Triste
2,11,3,14,Tranquilo
2,11,3,15,Triste
2,11,3,16,Asustado
2,11,3,17,Asustado
2,11,7,2,Neutral
2,11,7,3,Tranquilo
2,11,7,4,Alegre
2,11,7,5,Enojado
2,11,7,6,Neutral
2,11,7,7,Triste
2,11,7,8,Neutral
2,11,7,9,Enojado
2,11,7,10,Neutral
2,11,7,11,Triste
2,11,7,12,Neutral
2,11,7,13,Triste
2,11,7,14,Neutral
2,11,7,15,Asustado
2,11,7,16,Poderoso
2,11,7,17,Enojado
2,11,7,18,Neutral
2,11,7,19,Enojado
2,11,7,20,Enojado
2,11,7,21,Neutral
2,11,7,22,Asustado
2,11,7,23,Poderoso
2,11,7,24,Poderoso
2,11,8,2,Poderoso
2,11,8,3,Alegre
2,11,8,4,Enojado
2,11,8,5,Neutral
2,11,8,6,Triste
2,11,8,7,Tranquilo
2,11,8,8,Poderoso
2,11,8,9,Alegre
2,11,9,2,Alegre
2,11,9,3,Poderoso
2,11,9,4,Tranquilo
2,11,9,5,Asustado
2,11,9,6,Triste
2,11,9,7,Triste
2,11,9,8,Enojado
2,11,9,9,Tranquilo
2,11,9,10,Poderoso
2,11,9,11,Alegre
2,11,9,12,Alegre
2,11,9,13,Alegre
2,11,10,2,Neutral
2,11,10,3,Neutral
2,11,10,4,Neutral
2,11,10,5,Neutral
2,11,10,6,Neutral
2,11,10,7,Neutral
2,11,10,8,Neutral
2,11,10,9,Neutral
2,11,10,10,Triste
2,11,11,2,Neutral
2,11,11,3,Tranquilo
2,11,11,4,Neutral
2,11,11,5,Neutral
2,11,11,6,Neutral
2,11,11,7,Alegre
2,11,11,8,Enojado
2,11,11,9,Alegre
2,12,1,3,Triste
2,12,1,4,Triste
2,12,1,5,Triste
2,12,1,6,Triste
2,12,1,7,Neutral
2,12,1,8,Triste
2,12,1,9,Tranquilo
2,12,1,10,Triste
2,12,1,11,Alegre
2,12,2,3,Alegre
2,12,2,4,Alegre
2,12,2,5,Alegre
2,12,2,6,Alegre
2,12,2,7,Alegre
2,12,2,8,Alegre
2,12,2,9,Asustado
2,12,2,10,Poderoso
2,12,2,11,Alegre
2,12,2,12,Neutral
2,12,2,13,Enojado
2,12,2,14,Alegre
2,12,2,15,Alegre
2,12,2,16,Alegre
2,12,2,17,Alegre
2,12,2,18,Alegre
2,12,2,19,Poderoso
2,12,2,20,Tranquilo
2,12,2,21,Alegre
2,12,2,22,Alegre
2,12,2,23,Poderoso
2,12,2,24,Alegre
2,12,3,2,Tranquilo
2,12,3,3,Alegre
2,12,3,4,Neutral
2,12,3,5,Neutral
2,12,3,6,Asustado
2,12,3,7,Neutral
2,12,3,8,Poderoso
2,12,3,9,Asustado
2,12,3,10,Neutral
2,12,3,11,Neutral
2,12,3,12,Neutral
2,12,3,13,Asustado
2,12,3,14,Neutral
2,12,3,15,Asustado
2,12,3,16,Alegre
2,12,3,17,Alegre
2,12,3,18,Neutral
2,12,4,2,Neutral
2,12,4,3,Asustado
2,12,4,4,Triste
2,12,4,5,Asustado
2,12,4,6,Triste
2,12,4,7,Asustado
2,12,4,8,Neutral
2,12,4,9,Enojado
2,12,4,10,Neutral
2,12,4,11,Enojado
2,12,4,12,Tranquilo
2,12,5,3,Alegre
2,12,5,4,Tranquilo
2,12,5,5,Enojado
2,12,5,6,Enojado
2,12,5,7,Neutral
2,12,5,8,Tranquilo
2,12,5,9,Enojado
2,12,5,10,Tranquilo
2,12,5,11,Asustado
2,12,5,12,Asustado
2,12,5,13,Poderoso
2,12,5,14,Tranquilo
2,12,5,15,Asustado
2,12,5,16,Tranquilo
2,12,5,17,Asustado
2,12,5,18,Poderoso
2,12,5,19,Alegre
2,12,5,20,Alegre
2,12,5,21,Alegre
2,12,6,2,Alegre
2,12,6,3,Asustado
2,12,6,4,Tranquilo
2,12,6,5,Tranquilo
2,12,6,6,Neutral
2,12,6,7,Neutral
2,12,6,8,Alegre
2,12,6,9,Alegre
2,12,6,10,Alegre
2,12,6,11,Alegre
2,12,6,12,Asustado
2,12,6,13,Tranquilo
2,12,8,2,Asustado
2,12,8,3,Neutral
2,12,8,4,Enojado
2,12,8,5,Neutral
2,12,8,6,Tranquilo
2,12,8,7,Alegre
2,12,8,8,Neutral
2,12,8,9,Alegre
2,12,9,2,Neutral
2,12,9,3,Alegre
2,12,9,4,Alegre
2,12,9,5,Neutral
2,12,9,6,Alegre
2,12,9,7,Tranquilo
2,12,9,8,Poderoso
2,12,9,9,Alegre
2,12,9,10,Asustado
2,12,9,11,Neutral
2,12,9,12,Neutral
2,12,9,13,Alegre
2,12,9,14,Tranquilo
2,12,9,15,Tranquilo
2,12,9,16,Neutral
2,12,9,17,Alegre
2,12,9,18,Neutral
2,12,10,2,Alegre
2,12,10,3,Neutral
2,12,10,4,Poderoso
2,12,10,5,Asustado
2,12,10,6,Alegre
2,12,10,7,Asustado
2,12,10,8,Asustado
2,12,10,9,Neutral
2,12,10,10,Asustado
2,12,10,11,Neutral
2,12,10,12,Poderoso
2,12,10,13,Triste
2,12,10,14,Poderoso
2,12,10,15,Neutral
2,12,10,16,Neutral
2,12,10,17,Asustado
2,12,10,18,Poderoso
2,12,10,19,Triste
2,12,10,20,Neutral
2,12,10,21,Neutral
2,12,11,2,Alegre
2,12,11,3,Neutral
2,12,11,4,Neutral
2,12,11,5,Neutral
2,12,11,6,Neutral
2,12,11,7,Neutral
2,12,11,8,Alegre
2,12,13,2,Enojado
2,12,13,3,Triste
2,12,13,4,Enojado
2,12,13,5,Neutral
2,12,13,6,Neutral
2,12,13,7,Neutral
2,12,13,8,Enojado
2,12,13,9,Neutral
2,12,13,10,Neutral
2,12,14,2,Alegre
2,12,14,3,Alegre
2,12,14,4,Alegre
2,12,14,5,Alegre
2,12,14,6,Triste
2,12,14,7,Tranquilo
2,12,14,8,Neutral
2,12,14,9,Alegre
2,12,14,10,Tranquilo
2,12,14,11,Alegre
2,12,14,12,Alegre
2,12,15,2,Alegre
2,12,15,3,Alegre
2,12,15,4,Poderoso
2,12,15,5,Neutral
2,12,15,6,Poderoso
2,12,15,7,Asustado
2,12,15,8,Neutral
2,12,15,9,Neutral
2,12,15,10,Alegre
2,13,2,2,Tranquilo
2,13,2,3,Alegre
2,13,2,4,Neutral
2,13,2,5,Alegre
2,13,2,6,Triste
2,13,2,7,Neutral
2,13,2,8,Neutral
2,13,2,9,Enojado
2,13,2,10,Neutral
2,13,2,11,Neutral
2,13,2,12,Neutral
2,13,2,13,Neutral
2,13,2,14,Neutral
2,13,2,15,Neutral
2,13,2,16,Neutral
2,13,2,17,Neutral
2,13,2,18,Alegre
2,13,2,19,Alegre
2,13,2,20,Neutral
2,13,2,21,Asustado
2,13,2,22,Neutral
2,13,3,2,Asustado
2,13,3,3,Tranquilo
2,13,3,4,Neutral
2,13,3,5,Poderoso
2,13,3,6,Asustado
2,13,3,7,Poderoso
2,13,3,8,Asustado
2,13,3,9,Alegre
2,13,3,10,Alegre
2,13,4,2,Alegre
2,13,4,3,Alegre
2,13,4,4,Neutral
2,13,4,5,Alegre
2,13,4,6,Triste
2,13,7,2,Alegre
2,13,7,3,Neutral
2,13,7,4,Alegre
2,13,7,5,Neutral
2,13,7,6,Neutral
2,13,7,7,Neutral
2,13,8,2,Enojado
2,13,8,3,Enojado
2,13,8,4,Enojado
2,13,8,5,Enojado
2,13,8,6,Enojado
2,13,8,7,Asustado
2,13,8,8,Enojado
2,13,8,9,Alegre
2,13,8,10,Asustado
2,13,8,11,Enojado
2,13,8,12,Asustado
2,13,8,13,Enojado
2,13,8,14,Enojado
2,13,8,15,Poderoso
2,13,8,16,Tranquilo
2,13,8,17,Tranquilo
2,13,8,18,Triste
2,13,8,19,Tranquilo
2,13,8,20,Triste
2,13,9,3,Neutral
2,13,9,4,Neutral
2,13,9,5,Neutral
2,13,9,6,Neutral
2,13,9,7,Neutral
2,13,9,8,Neutral
2,13,9,9,Neutral
2,13,9,10,Neutral
2,13,9,11,Neutral
2,13,9,12,Neutral
2,13,9,13,Neutral
2,13,9,14,Neutral
2,13,9,15,Neutral
2,13,9,16,Alegre
2,13,9,17,Enojado
2,13,9,18,Neutral
